name,path,languages,project_types,commercial_classes,sell_as,overall_score,completion,market_fit,packaging,exposure,hours_remaining,expected_price,annual_revenue,recurring_revenue,competition,recommendation,missing,summary
workspace-ecosystem-audit,/Users/steven/.agent-skills/skills/workspace-ecosystem-audit,"Markdown, Python","AI Agent, Claude Skill, Creative Tool, Dataset, Media Tool","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Dataset License, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",workspace-ecosystem-audit
writing-rules,/Users/steven/.agent-skills/skills/writing-rules,Markdown,"AI Agent, API, Claude Skill, Media Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: this skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns."
brainstorming,/Users/steven/.agent-skills/skills/brainstorming,Markdown,"Claude Skill, MCP Server","AI Tool, Automation, Developer Tool","Consulting, Enterprise, Hosted MCP, License, MCP, Skill Pack, Template",36.0,33.3,47.5,0.0,0.0,21.7,137.0,6847.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""use when about to create, modify, or add any feature — before writing code, scaffolding, or invoking any implementation skill. symptoms: you're about to start coding without a written design, or the scope feels obvious and 'too simple to need a design'."""
hooks,/Users/steven/.agent-skills/hooks,Markdown,"AI Agent, Media Tool, SEO Tool, SaaS Candidate","AI Tool, Automation, Business Tool, Creative Tool, Developer Tool, Media Tool, SEO Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS",35.5,33.3,50.0,0.0,0.0,21.7,139.0,6947.0,True,Medium,Archive or incubate,"License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",hooks — ~/.agent-skills/hooks/
agent-creation-guidance,/Users/steven/.agent-skills/skills/agent-creation-guidance,Markdown,"AI Agent, Claude Skill, Template","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, Course, License, SaaS, Skill Pack, Template",35.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",agent-creation-guidance
session-report,/Users/steven/.agent-skills/skills/session-report,Markdown,"AI Agent, Claude Skill, Template","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, Course, License, SaaS, Skill Pack, Template",35.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: generate an explorable html report of codex session usage (tokens, cache, subagents, skills, expensive prompts) from ~/.codex/projects transcripts."
youtube-content,/Users/steven/.agent-skills/skills/media/youtube-content,"Markdown, Python","API, Claude Skill, Creative Tool, Media Tool","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",35.0,33.3,40.0,0.0,0.0,21.7,129.0,6447.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: youtube-content
creative-ideation,/Users/steven/.agent-skills/skills/creative/creative-ideation,Markdown,"API, CLI, Claude Skill, Creative Tool, Dataset, Media Tool, SaaS Candidate","Creative Tool, Dataset, Media Tool","API, CLI, Consulting, Creator Subscription, Dataset License, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",title: creative ideation — constraint-driven project generation
pixel-art,/Users/steven/.agent-skills/skills/creative/pixel-art,"Markdown, Python","Claude Skill, Creative Tool, Desktop App, Media Tool, SaaS Candidate","Creative Tool, Media Tool","Consulting, Creator Subscription, Desktop, License, One-time Purchase, Prompt Pack, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""pixel art w/ era palettes (nes, game boy, pico-8)."""
devtu-optimize-descriptions,/Users/steven/.agent-skills/skills/devtu-optimize-descriptions,Markdown,"API, Claude Skill, Media Tool, SaaS Candidate, Template","Creative Tool, Media Tool","API, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",devtu-optimize-descriptions
dogfood,/Users/steven/.agent-skills/skills/dogfood,Markdown,"API, CLI, Claude Skill, Creative Tool, Media Tool, Template","Creative Tool, Media Tool","API, CLI, Consulting, Course, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""exploratory qa of web apps: find bugs, evidence, reports."""
fal-image-gen,/Users/steven/.agent-skills/skills/fal-image-gen,Markdown,"API, Claude Skill, Creative Tool","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""generate images via fal.ai using flux, krea, ideogram, recraft and other models. use when asked to create, generate, or make images, art, or visuals — especially for avatararts/trashcats brand work."""
lm-evaluation-harness,/Users/steven/.agent-skills/skills/mlops/evaluation/lm-evaluation-harness,Markdown,"API, Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",lm-evaluation-harness
segment-anything,/Users/steven/.agent-skills/skills/mlops/models/segment-anything,Markdown,"CLI, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","Creative Tool, Media Tool","CLI, Consulting, Creator Subscription, Developer License, License, Prompt Pack, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: segment-anything-model
playground,/Users/steven/.agent-skills/skills/playground,Markdown,"API, Claude Skill, Media Tool, Template","Creative Tool, Media Tool","API, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: creates interactive html playgrounds — self-contained single-file explorers that let users configure something visually through controls, see a live preview, and copy out a prompt. use when the user asks to make a playground, explorer, or interactive tool for a topic"
maps,/Users/steven/.agent-skills/skills/productivity/maps,"Markdown, Python","API, CLI, Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","API, CLI, Consulting, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""geocode, pois, routes, timezones via openstreetmap/osrm."""
nano-pdf,/Users/steven/.agent-skills/skills/productivity/nano-pdf,Markdown,"API, Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""edit pdf text/typos/titles via nano-pdf cli (nl prompts)."""
notion,/Users/steven/.agent-skills/skills/productivity/notion,Markdown,"API, CLI, Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","API, CLI, Consulting, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""notion api via curl: pages, databases, blocks, search."""
blogwatcher,/Users/steven/.agent-skills/skills/research/blogwatcher,Markdown,"API, Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""monitor blogs and rss/atom feeds via blogwatcher-cli tool."""
brutalist-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/brutalist-skill,Markdown,"Claude Skill, Creative Tool, Desktop App, Media Tool, SaaS Candidate","Creative Tool, Media Tool","Consulting, Creator Subscription, Desktop, License, One-time Purchase, Prompt Pack, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: industrial-brutalist-ui
taste-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/taste-skill,Markdown,"CLI, Claude Skill, Creative Tool, Media Tool, SaaS Candidate, Template","Creative Tool, Media Tool","CLI, Consulting, Course, Creator Subscription, Developer License, License, Prompt Pack, Skill Pack, Template",34.7,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: design-taste-frontend
simple-claude-skill,/Users/steven/.agent-skills/agents/skill-porter/simple-claude-skill,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",description: a simple example skill for demonstration purposes
hyperparameter-optimization,/Users/steven/.agent-skills/skills/deep-learning/hyperparameter-optimization,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",hyperparameter-optimization
model-evaluation,/Users/steven/.agent-skills/skills/deep-learning/model-evaluation,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: model-evaluation
pytorch-debugging,/Users/steven/.agent-skills/skills/deep-learning/pytorch-debugging,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: pytorch-debugging
tensorflow-debugging,/Users/steven/.agent-skills/skills/deep-learning/tensorflow-debugging,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: tensorflow-debugging
transfer-learning-design,/Users/steven/.agent-skills/skills/deep-learning/transfer-learning-design,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",transfer-learning-design
dispatching-parallel-agents,/Users/steven/.agent-skills/skills/dispatching-parallel-agents,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",dispatching-parallel-agents
ecosystem-clarity,/Users/steven/.agent-skills/skills/ecosystem-clarity,Markdown,"AI Agent, Claude Skill, SaaS Candidate","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: ecosystem-clarity
ecosystem-intelligence,/Users/steven/.agent-skills/skills/ecosystem-intelligence,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",ecosystem-intelligence
finishing-a-development-branch,/Users/steven/.agent-skills/skills/finishing-a-development-branch,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",finishing-a-development-branch
hermes-integration,/Users/steven/.agent-skills/skills/hermes-integration,"Markdown, Node","AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: hermes-integration
narrative-blueprints,/Users/steven/.agent-skills/skills/narrative-blueprints,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: narrative-blueprints
self-evolving-memory,/Users/steven/.agent-skills/skills/self-evolving-memory,"Markdown, Python","AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: self-evolving-memory
simple-claude-skill,/Users/steven/.agent-skills/skills/skill-porter-examples/simple-claude-skill,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",description: a simple example skill for demonstration purposes
verification-before-completion,/Users/steven/.agent-skills/skills/verification-before-completion,Markdown,"AI Agent, Claude Skill","AI Tool, Automation, Developer Tool","Agent Pack, Consulting, License, SaaS, Skill Pack, Template",34.3,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",verification-before-completion
mythic-atlas,/Users/steven/.agent-skills/skills/mythic-atlas,"Markdown, Python","Claude Skill, Creative Tool, Media Tool, SEO Tool, Template","Business Tool, Creative Tool, Media Tool, SEO Tool","Consulting, Course, Creator Subscription, License, Prompt Pack, Skill Pack, Template",33.6,33.3,50.0,0.0,0.0,21.7,27.0,394.0,False,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","generate a complete mythic atlas delivery bundle — personalized symbolic poster brief,"
openhue,/Users/steven/.agent-skills/skills/smart-home/openhue,Markdown,"Claude Skill, Media Tool, SaaS Candidate","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",32.8,33.3,39.0,0.0,0.0,21.7,128.0,6397.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""control philips hue lights, scenes, rooms via openhue cli."""
ccxt-csharp,/Users/steven/.agent-skills/skills/ccxt-csharp,Markdown,"API, CLI, Claude Skill, Creative Tool, SaaS Candidate","Creative Tool, Media Tool","API, CLI, Consulting, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",31.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ccxt cryptocurrency exchange library for c# and .net developers. covers both rest api (standard) and websocket api (real-time). helps install ccxt, connect to exchanges, fetch market data, place orders, stream live tickers/orderbooks, handle authentication, and manag"
ccxt-go,/Users/steven/.agent-skills/skills/ccxt-go,Markdown,"API, Claude Skill, Creative Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",31.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ccxt cryptocurrency exchange library for go developers. covers both rest api (standard) and websocket api (real-time). helps install ccxt, connect to exchanges, fetch market data, place orders, stream live tickers/orderbooks, handle authentication, and manage errors "
ccxt-php,/Users/steven/.agent-skills/skills/ccxt-php,Markdown,"API, Claude Skill, Creative Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",31.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ccxt cryptocurrency exchange library for php developers. covers both rest api (standard) and websocket api (real-time). helps install ccxt, connect to exchanges, fetch market data, place orders, stream live tickers/orderbooks, handle authentication, and manage errors"
ccxt-typescript,/Users/steven/.agent-skills/skills/ccxt-typescript,Markdown,"API, Claude Skill, Creative Tool, SaaS Candidate","Creative Tool, Media Tool","API, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",31.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: ccxt-typescript
discord-configure,/Users/steven/.agent-skills/skills/discord-configure,Markdown,"CLI, Claude Skill, Media Tool","Creative Tool, Media Tool","CLI, Consulting, Creator Subscription, Developer License, License, Prompt Pack, Skill Pack, Template",31.9,33.3,39.0,0.0,0.0,21.7,42.0,612.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: discord-configure
heartmula,/Users/steven/.agent-skills/skills/media/heartmula,Markdown,"Claude Skill, Creative Tool, Dataset, Media Tool","Creative Tool, Dataset, Media Tool","API, Consulting, Creator Subscription, Dataset License, License, Prompt Pack, Skill Pack, Template",31.9,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""heartmula: suno-like song generation from lyrics + tags."""
redesign-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/redesign-skill,Markdown,"CLI, Claude Skill, Creative Tool, SaaS Candidate","Creative Tool, Media Tool","CLI, Consulting, Creator Subscription, Developer License, License, Prompt Pack, Skill Pack, Template",31.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: redesign-existing-projects
api-connector-converted,/Users/steven/.agent-skills/agents/skill-porter/before-after/api-connector-converted,Markdown,"API, Claude Skill, SaaS Candidate",,"API, Consulting, Enterprise, License, SaaS, Skill Pack, Template",31.0,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",api-connector-converted
find-docs,/Users/steven/.agent-skills/skills/find-docs,Markdown,"API, Claude Skill, SaaS Candidate",,"API, Consulting, Enterprise, License, SaaS, Skill Pack, Template",31.0,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","retrieves up-to-date documentation, api references, and code examples for any"
api-connector-converted,/Users/steven/.agent-skills/skills/skill-porter-examples/before-after/api-connector-converted,Markdown,"API, Claude Skill, SaaS Candidate",,"API, Consulting, Enterprise, License, SaaS, Skill Pack, Template",31.0,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",api-connector-converted
huggingface-hub,/Users/steven/.agent-skills/skills/mlops/huggingface-hub,Markdown,"Claude Skill, Dataset, SaaS Candidate",Dataset,"API, Consulting, Dataset License, License, Skill Pack, Template",29.9,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: huggingface-hub
songwriting-and-ai-music,/Users/steven/.agent-skills/skills/creative/songwriting-and-ai-music,Markdown,"Claude Skill, Creative Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",29.8,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",songwriting-and-ai-music
executing-plans,/Users/steven/.agent-skills/skills/executing-plans,Markdown,"Claude Skill, Media Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",29.8,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: executing-plans
imessage-configure,/Users/steven/.agent-skills/skills/imessage-configure,Markdown,"Claude Skill, Media Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",29.8,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: imessage-configure
minimalist-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/minimalist-skill,Markdown,"Claude Skill, Creative Tool, Media Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",29.8,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: clean editorial-style interfaces. warm monochrome palette, typographic contrast, flat bento grids, muted pastels. no gradients, no heavy shadows."
telegram-configure,/Users/steven/.agent-skills/skills/telegram-configure,Markdown,"Claude Skill, Media Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",29.8,33.3,39.0,0.0,0.0,21.7,25.0,364.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: telegram-configure
github,/Users/steven/.agent-skills/skills/github,Markdown,"Claude Skill, SaaS Candidate",,"Consulting, License, Skill Pack, Template",27.8,33.3,27.5,0.0,0.0,21.7,117.0,5848.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: use when working with github workflows - repositories, pull requests, code reviews, issues, or ci/cd operations. sub-skills available for auth, pr workflow, issues, and repo management."
research,/Users/steven/.agent-skills/skills/research,"Markdown, Python",Claude Skill,,"Consulting, License, Skill Pack, Template",25.8,42.9,0.0,20.0,9.5,18.1,17.0,276.0,False,Low,Archive or incubate,"License, Tests, Screenshots, Demo video, Landing page, CI/CD","description: use when conducting research, searching papers, or analyzing information. sub-skills for arxiv, blogwatcher, polymarket, and research writing."
narrative-documentation,/Users/steven/.agent-skills/skills/narrative-documentation,Markdown,"API, Claude Skill",,"API, Consulting, Enterprise, License, SaaS, Skill Pack, Template",24.1,33.3,0.0,0.0,0.0,21.7,89.0,4448.0,True,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",narrative-documentation
brainstorm,/Users/steven/.agent-skills/skills/brainstorm,Markdown,"Claude Skill, Creative Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",20.0,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""you must use this before any creative work - creating features, building components, adding functionality, or modifying behavior. explores requirements and design before implementation."""
ecosystem-navigation,/Users/steven/.agent-skills/skills/ecosystem-navigation,Markdown,"Claude Skill, Creative Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",20.0,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: ecosystem-navigation
frontend-design,/Users/steven/.agent-skills/skills/frontend-design,Markdown,"Claude Skill, Creative Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",20.0,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: frontend-design
frontend-ux-modernizer,/Users/steven/.agent-skills/skills/frontend-ux-modernizer,Markdown,"Claude Skill, Creative Tool","Creative Tool, Media Tool","Consulting, Creator Subscription, License, Prompt Pack, Skill Pack, Template",20.0,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",frontend-ux-modernizer
self-assistance,/Users/steven/.agent-skills/skills/self-assistance,Markdown,"Claude Skill, Template",,"Consulting, Course, License, Skill Pack, Template",19.0,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: self-assistance
code-formatter-converted,/Users/steven/.agent-skills/agents/skill-porter/before-after/code-formatter-converted,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",code-formatter-converted
apple,/Users/steven/.agent-skills/skills/apple,Markdown,Claude Skill,,"Consulting, License, Skill Pack, Template",17.9,33.3,0.0,0.0,0.0,21.7,17.0,248.0,False,Low,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: use when working with apple ecosystem tools - reminders, findmy, notes, imessage, computer use. sub-skills available for each apple service."
